material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso,t,tau,t_jess,p_t_sisso
NaMnF3,1.0,139.25,82.83,133.15,1.0,2.0,-1.0,0.93,1.55,3.98,0.6240601503759398,1.045112781954887,-3.05,-2.43,-2.51,-1.89,1.2151394422310755,1.2857142857142858,0.5156333253340938,-2.7445312200000007,-4.411136790000002,-11.111416699999976,-2.7445313142150973,-0.936468712147378,1.136681619020348,-0.7570217149871556,-1.152247272554489,-4.336301480858267,5.147636303709317,7.312724883033412,19.391595983680425,175.88,40.830000000000005,40.44,260.21000000000004,205.42,37.4,845.6800000000001,137.51,143.19,1.681154171194012,1.0266726823280403,0.8918250411688733,3.8437308574890006,0.8428713868506171,0.9137203799997714
TlCoF3,1.0,169.89,74.25,133.15,1.0,2.0,-1.0,1.62,1.88,3.98,0.5601503759398496,1.2781954887218043,-2.36,-2.1,-1.82,-1.56,1.2967032967032963,1.3461538461538465,0.8249993116647478,-2.36925177,-4.433222810000001,-11.111416699999976,-2.3692518513323906,0.1435549649279978,1.136681619020348,-0.1395649868243635,-1.3590473276566433,-4.336301480858267,5.166986943295928,7.672566418386976,19.391595983680425,109.74,128.78,40.44,154.46,161.4,37.4,59.04,35.82,143.19,2.288080808080808,1.244793673621721,1.033183118336077,3.5576054767792264,0.9952294527645471,0.9965958227338825
RbCrCl3,1.0,172.2,80.17,180.61,1.0,2.0,-1.0,0.82,1.66,3.16,0.4419889502762431,0.9502762430939226,-2.3400000000000003,-1.5000000000000002,-2.62,-1.78,0.8931297709923665,0.8426966292134832,0.7654678421395714,-2.23129531,-4.38888821,-8.594666479999974,-0.6626547127478113,-4.388888360663078,0.0197235606770763,-0.5654554674099543,-1.078476583023451,-3.935229981089612,4.153592876586776,7.228119012129165,13.876021229339663,231.42,142.45999999999998,67.85000000000001,324.0,198.93,75.67,240.1,43.95,224.95,2.1479356367718596,0.8249425041215722,0.9566491751377968,4.062406554813872,1.0139020723368832,0.32708455822334986
KCoF3,1.0,164.19,74.25,133.15,1.0,2.0,-1.0,0.82,1.88,3.98,0.5601503759398496,1.2330827067669172,-3.16,-2.1,-2.62,-1.56,1.2061068702290076,1.3461538461538465,0.7890673024386846,-2.318921259999999,-4.433222810000001,-11.111416699999976,-0.7664318763103054,0.1435549649279978,1.136681619020348,-0.6361622968393374,-1.3590473276566433,-4.336301480858267,4.31357484707873,7.672566418386976,19.391595983680425,220.49,128.78,40.44,302.81,161.4,37.4,207.8,35.82,143.19,2.211313131313131,1.2041125467571838,1.0137495657538582,3.5797462148123516,0.9082842347037839,0.9937009395708513
LiCoBr3,0.0,115.93,74.25,195.56,1.0,2.0,-1.0,0.98,1.88,2.96,0.3801020408163265,0.4693877551020408,-1.98,-1.08,-2.46,-1.56,0.8048780487804879,0.6923076923076923,0.2109894516635264,-2.8741409099999977,-4.433222810000001,-7.858438990000018,-1.0207578250408813,0.1435549649279978,0.0551102718918419,-0.7561139179561087,-1.3590473276566433,-3.6781509272527466,5.297381732850112,7.672566418386976,12.554312316976,165.76,128.78,75.14,201.34,161.4,88.34,674.19,35.82,22.81,1.5613468013468015,0.48221166247557257,0.8163420410473776,5.138127609348455,0.949080584307114,0.002385843325485965
CsMgF3,1.0,188.28,72.45,133.15,1.0,2.0,-1.0,0.79,1.31,3.98,0.5413533834586466,1.413533834586466,-3.19,-2.67,-2.65,-2.13,1.2037735849056603,1.2535211267605637,0.959775843813894,-2.0859241200000014,-4.705333049999998,-11.111416699999976,-0.4792429764515966,-1.3065628048520797,1.136681619020348,-0.5452966317296846,0.500356888176296,-4.336301480858267,3.8635765556284616,7.971349299642951,19.391595983680425,253.57,135.17999999999998,40.44,319.04,191.16,37.4,202.25,561.2099999999999,143.19,2.598757763975155,1.3443058672910477,1.1054761926314498,3.55893591505593,1.0616039977489806,0.9992457845395478
BaNbS3,0.0,161.04,67.89,184.4,2.0,4.0,-2.0,0.89,1.6,2.58,0.3695652173913044,0.875,-1.69,-0.98,-2.55,-1.84,0.6627450980392157,0.5326086956521738,0.8618966598083562,-3.22934977,-4.453728150000003,-7.00838179000003,-2.0224315294266337,-4.45372830288892,0.8145175879610062,0.1815487042226235,-1.1054994379504737,-2.847077729734469,5.363406047114364,7.135067946929306,11.769320157021456,219.67,158.34,74.72999999999999,266.14000000000004,209.16,84.92999999999999,131.01,77.56,273.21,2.3720724701723377,0.6079418852245853,0.9681857457200517,4.208567018771271,1.204750057979621,0.0164942586100849
LaScS3,1.0,136.19,74.11,184.4,3.0,3.0,-2.0,1.1,1.36,2.58,0.404891304347826,0.7391304347826088,-1.48,-1.22,-2.34,-2.08,0.6324786324786326,0.5865384615384615,0.6018557603505384,-2.778124050000001,-3.2357286599999986,-7.00838179000003,-2.7781241453682792,-3.235728771077069,0.8145175879610062,-0.2216918666232401,0.2753302914535808,-2.847077729734469,5.8114999284947535,6.884657007341072,11.769320157021456,205.43,165.06,74.72999999999999,267.61,217.74,84.92999999999999,119.73,58.09,273.21,1.8376737282418028,0.7114044662696571,0.8769174655240765,2.548204257582738,0.9456013471589315,0.07721299709830291
NaCdBr3,0.0,139.25,95.14,195.56,1.0,2.0,-1.0,0.93,1.69,2.96,0.4846938775510204,0.7091836734693877,-2.03,-1.27,-2.51,-1.75,0.8087649402390438,0.7257142857142858,0.3805970415301508,-2.7445312200000007,-5.657022910000005,-7.858438990000018,-2.7445313142150973,-1.1571185497219154,0.0551102718918419,-0.7570217149871556,0.9482623915387752,-3.6781509272527466,5.147636303709317,9.27193000127873,12.554312316976,175.88,123.55,75.14,260.21000000000004,179.66,88.34,845.6800000000001,51.92,22.81,1.4636325415177633,0.7302750879927611,0.8144032259017482,4.89784518553241,0.9076034319465318,0.10086709875162032
NdLuSe3,0.0,127.64,85.75,198.14,3.0,3.0,-2.0,1.14,1.27,2.55,0.4348484848484849,0.6414141414141414,-1.41,-1.2799999999999998,-2.3,-2.17,0.6130434782608696,0.5898617511520736,0.3886776750249063,-2.1210724900000018,-1.7533157500000005,-6.510488250000024,-2.121072562812813,-1.7533158101883548,-0.2111875472497096,0.3586248253414548,0.3090144625889975,-2.730814399751447,5.776794692320843,5.26002856955933,10.84576444731508,200.25,162.29,79.97,272.22,232.06,95.78,117.44,97.53,23.97,1.4885131195335277,0.7203660289144624,0.811447488292538,4.536888580036978,0.8433375950844698,0.08773766495934825
SrZrSe3,0.0,144.48,72.07,198.14,2.0,4.0,-2.0,0.95,1.33,2.55,0.3636363636363636,0.7272727272727273,-1.6,-1.2199999999999998,-2.49,-2.11,0.642570281124498,0.5781990521327013,0.6931471805599453,-3.5257832000000016,-3.6022224400000007,-6.510488250000024,-1.2811882639810177,-3.602222563658176,-0.2111875472497096,0.150586057166743,-0.2714066713124998,-2.730814399751447,5.884929518021573,7.139550537079975,10.84576444731508,195.84,166.94,79.97,254.93,222.0,95.78,111.21,84.44,23.97,2.0047176356320247,0.6032948160620961,0.8965972230554277,4.514069103590163,0.9964159013217213,0.01536424649001573
NdScS3,1.0,127.64,74.11,184.4,3.0,3.0,-2.0,1.14,1.36,2.58,0.404891304347826,0.6902173913043478,-1.4400000000000002,-1.22,-2.3,-2.08,0.6260869565217393,0.5865384615384615,0.5333879610730774,-2.1210724900000018,-3.2357286599999986,-7.00838179000003,-2.121072562812813,-3.235728771077069,0.8145175879610062,0.3586248253414548,0.2753302914535808,-2.847077729734469,5.776794692320843,6.884657007341072,11.769320157021456,200.25,165.06,74.72999999999999,272.22,217.74,84.92999999999999,117.44,58.09,273.21,1.7223046822291188,0.7164596152123976,0.853530446807863,2.992078820262473,0.9110813949675383,0.08299930879303206
SrZrS3,1.0,144.48,72.07,184.4,2.0,4.0,-2.0,0.95,1.33,2.58,0.3913043478260869,0.7826086956521738,-1.63,-1.25,-2.49,-2.11,0.6546184738955823,0.5924170616113744,0.6931471805599453,-3.5257832000000016,-3.6022224400000007,-7.00838179000003,-1.2811882639810177,-3.602222563658176,0.8145175879610062,0.150586057166743,-0.2714066713124998,-2.847077729734469,5.884929518021573,7.139550537079975,11.769320157021456,195.84,166.94,74.72999999999999,254.93,222.0,84.92999999999999,111.21,84.44,273.21,2.0047176356320247,0.6740502892390812,0.9067487971097559,4.323421122460706,1.0019537792448459,0.04472969420080625
LaErS3,0.0,136.19,88.98,184.4,3.0,3.0,-2.0,1.1,1.24,2.58,0.483695652173913,0.7391304347826088,-1.48,-1.34,-2.34,-2.2,0.6324786324786326,0.6090909090909091,0.4240185160039122,-2.778124050000001,-3.1956924299999976,-7.00838179000003,-2.7781241453682792,-1.116046528311978,0.8145175879610062,-0.2216918666232401,0.3640982624916961,-2.847077729734469,5.8114999284947535,6.339470940626883,11.769320157021456,205.43,26.96,74.72999999999999,267.61,255.11,84.92999999999999,119.73,111.71,273.21,1.5305686671162058,0.7714786919492096,0.829219160189586,3.860161445713608,0.8610593141909976,0.17535860098733114
KHgI3,0.0,164.19,103.04,219.49,1.0,2.0,-1.0,0.82,2.0,2.66,0.4636363636363636,0.7454545454545454,-1.8400000000000003,-0.6600000000000001,-2.62,-1.44,0.7022900763358779,0.4583333333333334,0.4748936145399272,-2.318921259999999,-6.807995810000004,-7.083940510000032,-0.7664318763103054,-0.952083492683411,0.2908709899851069,-0.6361622968393374,1.3885838835805904,-3.4344351648747526,4.31357484707873,10.679763451594113,11.131355946143175,220.49,116.75,90.24,302.81,173.51,107.49,207.8,61.58,41.190000000000005,1.593458850931677,0.7843847305237931,0.8411726450656701,4.550265553381986,1.28890298425052,0.20617391822262468
MnLiI3,0.0,120.54,75.66,219.49,2.0,1.0,-1.0,1.55,0.98,2.66,0.3454545454545454,0.4363636363636363,-1.11,-1.6800000000000002,-1.89,-2.46,0.5873015873015874,0.6829268292682927,0.2336148511815051,-4.411136790000002,-2.8741409099999977,-7.083940510000032,-0.936468712147378,-1.0207578250408813,0.2908709899851069,-1.152247272554489,-0.7561139179561087,-3.4344351648747526,7.312724883033412,5.297381732850112,11.131355946143175,40.830000000000005,165.76,90.24,205.42,201.34,107.49,137.51,674.19,41.190000000000005,1.5931800158604283,0.6144584975341147,0.8146302709308799,5.742621205416388,0.7005635606588123,0.018217886843012596
CsNiI3,0.0,188.28,69.57,219.49,1.0,2.0,-1.0,0.79,1.91,2.66,0.3136363636363636,0.8545454545454544,-1.87,-0.7500000000000002,-2.65,-1.53,0.7056603773584906,0.4901960784313727,1.0023354582326898,-2.0859241200000014,-4.439555410000002,-7.083940510000032,-0.4792429764515966,-4.4395555624023935,0.2908709899851069,-0.5452966317296846,-1.3513871613897686,-3.4344351648747526,3.8635765556284616,7.898771670150475,11.131355946143175,253.57,125.17,90.24,319.04,156.73999999999998,107.49,202.25,33.809999999999995,41.190000000000005,2.7063389391979302,0.39151712985922166,0.997501067185728,4.873260104794403,1.4359498381509865,0.000589337271446183
AgZnF3,1.0,152.13,74.34,133.15,1.0,2.0,-1.0,1.93,1.65,3.98,0.556390977443609,0.962406015037594,-2.05,-2.33,-1.51,-1.79,1.357615894039735,1.3016759776536313,0.5479651707154475,-4.402160580000001,-5.977182470000003,-11.111416699999976,-0.2462930884548233,-1.1074028380152596,1.136681619020348,-1.4755869046631138,0.922398193658712,-4.336301480858267,7.75596378025508,9.889346728482574,19.391595983680425,132.41000000000005,110.68,40.44,190.44,166.61,37.4,54.86,29.97,143.19,2.0464083938660207,0.9630138734914513,0.9722103748377104,3.6488629873146063,1.0139914079148957,0.8007157889961597
LaTmS3,0.0,136.19,87.92,184.4,3.0,3.0,-2.0,1.1,1.25,2.58,0.4782608695652173,0.7391304347826088,-1.48,-1.33,-2.34,-2.19,0.6324786324786326,0.6073059360730594,0.4353180712578456,-2.778124050000001,-3.153999099999999,-7.00838179000003,-2.7781241453682792,-1.0724057668138651,0.8145175879610062,-0.2216918666232401,0.5222435779285232,-2.847077729734469,5.8114999284947535,6.424661898518719,11.769320157021456,205.43,176.24,74.72999999999999,267.61,254.47,84.92999999999999,119.73,111.95,273.21,1.5490218380345768,0.7759741690121678,0.832446878718526,3.7162238455275394,0.8669516172811794,0.1856635962570786
MnLiF3,0.0,120.54,75.66,133.15,2.0,1.0,-1.0,1.55,0.98,3.98,0.5714285714285714,0.7218045112781954,-2.43,-3.0,-1.89,-2.46,1.2857142857142858,1.2195121951219512,0.2336148511815051,-4.411136790000002,-2.8741409099999977,-11.111416699999976,-0.936468712147378,-1.0207578250408813,1.136681619020348,-1.152247272554489,-0.7561139179561087,-4.336301480858267,7.312724883033412,5.297381732850112,19.391595983680425,40.830000000000005,165.76,40.44,205.42,201.34,37.4,137.51,674.19,143.19,1.5931800158604283,0.21804718002969548,0.859088986109711,4.601463394155483,0.9057252453556667,4.099329354541418e-05
CsCaCl3,1.0,188.28,99.98,180.61,1.0,2.0,-1.0,0.79,1.0,3.16,0.5524861878453039,1.0386740331491713,-2.37,-2.16,-2.65,-2.44,0.8943396226415095,0.8852459016393444,0.6312717768418578,-2.0859241200000014,-3.766160950000002,-8.594666479999974,-0.4792429764515966,-1.9458476867976409,0.0197235606770763,-0.5452966317296846,0.1499954621481116,-3.935229981089612,3.8635765556284616,6.309260154585895,13.876021229339663,253.57,179.84,67.85000000000001,319.04,231.02,75.67,202.25,67.61,224.95,1.8831766353270654,1.030899638829493,0.92963141086805,3.781651643842406,0.939181083642166,0.9186608623630486
LiMgI3,0.0,115.93,72.45,219.49,1.0,2.0,-1.0,0.98,1.31,2.66,0.3272727272727272,0.4181818181818181,-1.6800000000000002,-1.35,-2.46,-2.13,0.6829268292682927,0.6338028169014085,0.2451224580329851,-2.8741409099999977,-4.705333049999998,-7.083940510000032,-1.0207578250408813,-1.3065628048520797,0.2908709899851069,-0.7561139179561087,0.500356888176296,-3.4344351648747526,5.297381732850112,7.971349299642951,11.131355946143175,165.76,135.17999999999998,90.24,201.34,191.16,107.49,674.19,561.2099999999999,41.190000000000005,1.6001380262249827,0.6620988339951257,0.8124215729008992,5.43343557664925,0.8753897490119175,0.037432282005961534
CsBaBr3,0.0,188.28,134.51,195.56,1.0,2.0,-1.0,0.79,0.89,2.96,0.6887755102040817,0.9591836734693876,-2.17,-2.07,-2.65,-2.55,0.8188679245283019,0.8117647058823529,0.3311671843915196,-2.0859241200000014,-3.22934977,-7.858438990000018,-0.4792429764515966,-2.0224315294266337,0.0551102718918419,-0.5452966317296846,0.1815487042226235,-3.6781509272527466,3.8635765556284616,5.363406047114364,12.554312316976,253.57,219.67,75.14,319.04,266.14000000000004,88.34,202.25,131.01,22.81,1.3997472306891683,0.6124898298286992,0.8222999684400613,4.6161708177718035,0.8294953742344507,0.017679299956324453
BaNbSe3,0.0,161.04,67.89,198.14,2.0,4.0,-2.0,0.89,1.6,2.55,0.3434343434343435,0.8131313131313131,-1.6599999999999997,-0.9499999999999996,-2.55,-1.84,0.6509803921568627,0.5163043478260867,0.8618966598083562,-3.22934977,-4.453728150000003,-6.510488250000024,-2.0224315294266337,-4.45372830288892,-0.2111875472497096,0.1815487042226235,-1.1054994379504737,-2.730814399751447,5.363406047114364,7.135067946929306,10.84576444731508,219.67,158.34,79.97,266.14000000000004,209.16,95.78,131.01,77.56,23.97,2.3720724701723377,0.5145223850508138,0.9547015503318417,4.410953231762875,1.2037318535948724,0.003926743916021922
PbAgBr3,0.0,149.22,115.26,195.56,2.0,1.0,-1.0,2.33,1.93,2.96,0.586734693877551,0.7602040816326531,-0.6299999999999999,-1.03,-1.11,-1.51,0.5675675675675674,0.6821192052980133,0.2590141775822091,-3.496077730000001,-4.402160580000001,-7.858438990000018,-3.4960778500144083,-0.2462930884548233,0.0551102718918419,-0.8830451593257576,-1.4755869046631138,-3.6781509272527466,6.576348032711487,7.75596378025508,12.554312316976,103.96,132.41000000000005,75.14,140.49,190.44,88.34,56.76,54.86,22.81,1.2946382092660071,0.347005546020386,0.7843668043772687,7.723652309492801,0.6526442237418837,0.0002969845693968185
CsSrI3,0.0,188.28,117.95,219.49,1.0,2.0,-1.0,0.79,0.95,2.66,0.5363636363636363,0.8545454545454544,-1.87,-1.7100000000000002,-2.65,-2.49,0.7056603773584906,0.6867469879518072,0.4657573383642844,-2.0859241200000014,-3.5257832000000016,-7.083940510000032,-0.4792429764515966,-1.2811882639810177,0.2908709899851069,-0.5452966317296846,0.150586057166743,-3.4344351648747526,3.8635765556284616,5.884929518021573,11.131355946143175,253.57,195.84,90.24,319.04,254.93,107.49,202.25,111.21,41.190000000000005,1.5962696057651546,0.8558294830624529,0.8544857114767264,4.274116814703094,0.8780187174995214,0.4387565001000498
RbTiI3,0.0,172.2,85.67,219.49,1.0,2.0,-1.0,0.82,1.54,2.66,0.3909090909090909,0.7818181818181817,-1.8400000000000003,-1.12,-2.62,-1.9,0.7022900763358779,0.5894736842105264,0.6931471805599453,-2.23129531,-4.219539480000003,-7.083940510000032,-0.6626547127478113,-4.219539624849625,0.2908709899851069,-0.5654554674099543,-0.3138992857783973,-3.4344351648747526,4.153592876586776,7.119307230391988,11.131355946143175,231.42,154.67,90.24,324.0,206.03,107.49,240.1,51.94,41.190000000000005,2.0100385199019493,0.6730394967651242,0.9076135561596377,4.441116992502931,1.0813171320658714,0.04406329832777661
LiMgCl3,0.0,115.93,72.45,180.61,1.0,2.0,-1.0,0.98,1.31,3.16,0.3977900552486187,0.5082872928176796,-2.18,-1.85,-2.46,-2.13,0.8861788617886179,0.8685446009389672,0.2451224580329851,-2.8741409099999977,-4.705333049999998,-8.594666479999974,-1.0207578250408813,-1.3065628048520797,0.0197235606770763,-0.7561139179561087,0.500356888176296,-3.935229981089612,5.297381732850112,7.971349299642951,13.876021229339663,165.76,135.17999999999998,67.85000000000001,201.34,191.16,75.67,674.19,561.2099999999999,224.95,1.6001380262249827,0.5546277465339995,0.8286018062413978,4.896789613916331,0.8454250993410913,0.007282869803127583
CsZnCl3,0.0,188.28,74.34,180.61,1.0,2.0,-1.0,0.79,1.65,3.16,0.4088397790055249,1.0386740331491713,-2.37,-1.5100000000000002,-2.65,-1.79,0.8943396226415095,0.8435754189944136,0.9323768696257794,-2.0859241200000014,-5.977182470000003,-8.594666479999974,-0.4792429764515966,-1.1074028380152596,0.0197235606770763,-0.5452966317296846,0.922398193658712,-3.935229981089612,3.8635765556284616,9.889346728482574,13.876021229339663,253.57,110.68,67.85000000000001,319.04,166.61,75.67,202.25,29.97,224.95,2.532687651331719,0.7764973968629272,1.0231232695644878,4.1549400293670065,1.0846922020425904,0.18689263413184787
SnHfS3,0.0,115.87,70.83,184.4,2.0,4.0,-2.0,1.96,1.3,2.58,0.3858695652173912,0.6249999999999999,-0.6200000000000001,-1.28,-1.48,-2.14,0.4189189189189189,0.5981308411214953,0.4822522513219346,-3.6934392700000016,-2.693665829999998,-7.00838179000003,-3.693439396789498,-2.693665922468976,0.8145175879610062,-1.0130803347838755,0.1845735353332302,-2.847077729734469,6.875250052003975,6.50368793830198,11.769320157021456,106.59,153.65,74.72999999999999,135.54,213.77,84.92999999999999,46.940000000000005,89.50999999999999,273.21,1.6358887477057744,0.6968951915090423,0.8318907966348645,5.250854683124152,0.582639732355964,0.06260148222530326
EuZrS3,1.0,143.72,72.07,184.4,2.0,4.0,-2.0,1.2,1.33,2.58,0.3913043478260869,0.7336956521739131,-1.38,-1.25,-2.24,-2.11,0.6160714285714285,0.5924170616113744,0.6286086594223741,-2.76744646,-3.6022224400000007,-7.00838179000003,-2.76744655500174,-3.602222563658176,0.8145175879610062,0.4802925635161391,-0.2714066713124998,-2.847077729734469,6.002313428086848,7.139550537079975,11.769320157021456,31.35,166.94,74.72999999999999,267.74,222.0,84.92999999999999,114.02,84.44,273.21,1.9941723324545582,0.6805362504493615,0.9046534155547711,4.336914715598661,0.9407749340758507,0.04923971820544521
NaCaCl3,0.0,139.25,99.98,180.61,1.0,2.0,-1.0,0.93,1.0,3.16,0.5524861878453039,0.7679558011049723,-2.23,-2.16,-2.51,-2.44,0.8884462151394423,0.8852459016393444,0.3293037471426003,-2.7445312200000007,-3.766160950000002,-8.594666479999974,-2.7445313142150973,-1.9458476867976409,0.0197235606770763,-0.7570217149871556,0.1499954621481116,-3.935229981089612,5.147636303709317,6.309260154585895,13.876021229339663,175.88,179.84,67.85000000000001,260.21000000000004,231.02,75.67,845.6800000000001,67.61,224.95,1.392778555711142,0.6396422039012861,0.8060720081331955,5.0104321918308266,0.8089860946315375,0.026702494425264234
URhS3,1.0,1.025,67.29,184.4,3.0,3.0,-2.0,1.38,2.28,2.58,0.3614130434782608,0.5570652173913043,-1.2000000000000002,-0.3000000000000002,-2.06,-1.16,0.5825242718446603,0.2586206896551726,0.4326608509166542,-1.99527278,-3.3722443599999976,-7.00838179000003,-1.9952728484943232,-3.3722444757634187,0.8145175879610062,0.546861732757815,-0.8612050155585504,-2.847077729734469,5.590257855882314,8.367325920243628,11.769320157021456,187.98,145.95,74.72999999999999,241.76,217.77,84.92999999999999,131.23,61.38,273.21,0.015232575419824637,0.6839442671824044,0.5209408604984828,-6.2705437153286745,1.173381355685902,0.05177929029805194
CsMgI3,0.0,188.28,72.45,219.49,1.0,2.0,-1.0,0.79,1.31,2.66,0.3272727272727272,0.8545454545454544,-1.87,-1.35,-2.65,-2.13,0.7056603773584906,0.6338028169014085,0.959775843813894,-2.0859241200000014,-4.705333049999998,-7.083940510000032,-0.4792429764515966,-1.3065628048520797,0.2908709899851069,-0.5452966317296846,0.500356888176296,-3.4344351648747526,3.8635765556284616,7.971349299642951,11.131355946143175,253.57,135.17999999999998,90.24,319.04,191.16,107.49,202.25,561.2099999999999,41.190000000000005,2.598757763975155,0.44938187267061375,0.9876606784980014,4.750654341556965,1.099636966743645,0.001437931161327761
CeHoS3,0.0,133.42,90.07,184.4,3.0,3.0,-2.0,1.12,1.23,2.58,0.4896739130434782,0.7282608695652174,-1.46,-1.35,-2.32,-2.21,0.6293103448275862,0.6108597285067874,0.3969196353366193,-2.5303330600000007,-3.2008237100000025,-7.00838179000003,-2.5303331468620374,-1.1351101489664033,0.8145175879610062,0.0869328039854952,0.3636387404670252,-2.847077729734469,5.700526061695872,6.258815168820546,11.769320157021456,204.28,27.71,74.72999999999999,257.54,111.73,84.92999999999999,118.68,256.24,273.21,1.481292328189186,0.7499382684679539,0.8187898250987103,4.357320594993947,0.8435208332258934,0.13212753935917246
CaCuCl3,0.0,133.65,77.48,180.61,2.0,1.0,-1.0,1.0,1.9,3.16,0.425414364640884,0.7403314917127072,-2.16,-1.2600000000000002,-2.44,-1.54,0.8852459016393444,0.8181818181818183,0.5540343780972276,-3.766160950000002,-4.608164319999999,-8.594666479999974,-1.9458476867976409,-0.6024405606807606,0.0197235606770763,0.1499954621481116,-1.5474569751238811,-3.935229981089612,6.309260154585895,8.147436993683963,13.876021229339663,179.84,120.22,67.85000000000001,231.02,203.02,75.67,67.61,31.9,224.95,1.7249612803304077,0.7493088284160875,0.8610017312285592,4.658810745396334,0.9315756436243428,0.13101114879040263
TlCdCl3,1.0,169.89,95.14,180.61,1.0,2.0,-1.0,1.62,1.69,3.16,0.5248618784530387,0.9392265193370164,-1.54,-1.4700000000000002,-1.82,-1.75,0.8461538461538461,0.8400000000000001,0.581921545449721,-2.36925177,-5.657022910000005,-8.594666479999974,-2.3692518513323906,-1.1571185497219154,0.0197235606770763,-0.1395649868243635,0.9482623915387752,-3.935229981089612,5.166986943295928,9.27193000127873,13.876021229339663,109.74,123.55,67.85000000000001,154.46,179.66,75.67,59.04,51.92,224.95,1.7856842547824257,0.9360050179606001,0.8987907565307068,3.9781793650938533,0.9053753041975986,0.7269860505094595
CsPbBr3,1.0,188.28,118.46,195.56,1.0,2.0,-1.0,0.79,2.33,2.96,0.6071428571428571,0.9591836734693876,-2.17,-0.6299999999999999,-2.65,-1.11,0.8188679245283019,0.5675675675675674,0.4573184697184198,-2.0859241200000014,-3.496077730000001,-7.858438990000018,-0.4792429764515966,-3.4960778500144083,0.0551102718918419,-0.5452966317296846,-0.8830451593257576,-3.6781509272527466,3.8635765556284616,6.576348032711487,12.554312316976,253.57,103.96,75.14,319.04,140.49,88.34,202.25,56.76,22.81,1.5893972648995442,0.9158091443593748,0.864328866260146,4.081047007217468,1.2470254208809908,0.6618307358141896
KBaBr3,0.0,164.19,134.51,195.56,1.0,2.0,-1.0,0.82,0.89,2.96,0.6887755102040817,0.836734693877551,-2.14,-2.07,-2.62,-2.55,0.816793893129771,0.8117647058823529,0.1945916493857687,-2.318921259999999,-3.22934977,-7.858438990000018,-0.7664318763103054,-2.0224315294266337,0.0551102718918419,-0.6361622968393374,0.1815487042226235,-3.6781509272527466,4.31357484707873,5.363406047114364,12.554312316976,220.49,219.67,75.14,302.81,266.14000000000004,88.34,207.8,131.01,22.81,1.220652739573266,-0.42386462823778803,0.7706919905333265,6.575935752361707,0.7754667168824654,2.4329510329837705e-09
RbVI3,0.0,172.2,79.35,219.49,1.0,2.0,-1.0,0.82,1.63,2.66,0.359090909090909,0.7818181818181817,-1.8400000000000003,-1.0300000000000002,-2.62,-1.81,0.7022900763358779,0.5690607734806631,0.7780466243464316,-2.23129531,-4.348428499999998,-7.083940510000032,-0.6626547127478113,-4.348428649274164,0.2908709899851069,-0.5654554674099543,-0.78074486180114,-3.4344351648747526,4.153592876586776,7.169663669121636,11.131355946143175,231.42,148.18,90.24,324.0,205.66,107.49,240.1,47.59,41.190000000000005,2.170132325141777,0.5750297877149879,0.9268081675735343,4.567035968549002,1.1437937898491435,0.00996489825795469
BaHfS3,1.0,161.04,70.83,184.4,2.0,4.0,-2.0,0.89,1.3,2.58,0.3858695652173912,0.875,-1.69,-1.28,-2.55,-2.14,0.6627450980392157,0.5981308411214953,0.8187244879431476,-3.22934977,-2.693665829999998,-7.00838179000003,-2.0224315294266337,-2.693665922468976,0.8145175879610062,0.1815487042226235,0.1845735353332302,-2.847077729734469,5.363406047114364,6.50368793830198,11.769320157021456,219.67,153.65,74.72999999999999,266.14000000000004,213.77,84.92999999999999,131.01,89.50999999999999,273.21,2.2736128759000422,0.6599774065416273,0.9570331927583429,4.139563517755694,1.060418579941735,0.03626256927182104
RbFeCl3,0.0,172.2,78.4,180.61,1.0,2.0,-1.0,0.82,1.83,3.16,0.430939226519337,0.9502762430939226,-2.3400000000000003,-1.33,-2.62,-1.61,0.8931297709923665,0.8260869565217391,0.7907856501238612,-2.23129531,-4.431945739999999,-8.594666479999974,-0.6626547127478113,-0.812293287884647,0.0197235606770763,-0.5654554674099543,-1.3037382507616442,-3.935229981089612,4.153592876586776,7.470426106445764,13.876021229339663,231.42,133.01,67.85000000000001,324.0,193.65,75.67,240.1,38.15,224.95,2.196428571428571,0.79954442829108,0.9631866410271213,4.0951801548695945,1.0413560670968194,0.24720923220077598
CeErS3,0.0,133.42,88.98,184.4,3.0,3.0,-2.0,1.12,1.24,2.58,0.483695652173913,0.7282608695652174,-1.46,-1.34,-2.32,-2.2,0.6293103448275862,0.6090909090909091,0.4092034302187716,-2.5303330600000007,-3.1956924299999976,-7.00838179000003,-2.5303331468620374,-1.116046528311978,0.8145175879610062,0.0869328039854952,0.3640982624916961,-2.847077729734469,5.700526061695872,6.339470940626883,11.769320157021456,204.28,26.96,74.72999999999999,257.54,255.11,84.92999999999999,118.68,111.71,273.21,1.4994380759721284,0.7588191439542638,0.8220544417837554,4.176845297872955,0.8493434338038542,0.14874813591404182
